SA3_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
11103,0,0,84,17899,21236,9486,8070,3227,1224,61141,9790,15643,8096,7876,3090,1200,45693,2075,1400,399,207,76,29,4185,1793,1920,824,438,149,58,5181,3866,3317,1222,651,223,81,9358,2198,950,261,98,25,11,3542,1209,692,164,54,8,5,2139,853,766,165,45,6,0,1830,89,50,9,7,3,4,152,4353,2455,597,203,46,19,7670,11,20,6,0,0,3,38,3,4,0,0,0,0,13,72,48,29,14,3,0,165,91,67,29,15,3,4,211,145,85,24,17,0,6,276,18241,21569,9965,8762,3370,1310,63212
11201,0,0,34,8017,10858,4195,3640,1446,633,28791,4651,8462,3498,3306,1376,547,21839,1348,933,307,179,55,12,2834,788,712,291,149,37,3,1991,2134,1648,603,327,100,16,4827,715,421,115,63,10,6,1329,112,85,32,8,0,0,234,25,27,4,0,0,0,55,17,8,0,3,0,0,33,873,545,152,70,10,6,1654,557,252,32,16,5,3,868,17,6,0,0,0,0,22,42,27,15,6,0,3,91,614,283,41,24,10,8,981,132,83,31,16,19,3,283,8398,11015,4324,3747,1514,583,29589
11202,0,0,18,7256,9563,3780,3359,1602,847,26410,5549,8496,3379,2938,1478,756,22595,721,318,89,27,7,3,1173,258,145,38,19,7,0,475,982,462,128,46,21,5,1644,770,302,105,35,15,3,1234,59,29,4,0,0,0,89,0,0,0,0,0,0,0,5,0,0,0,0,0,5,832,329,108,38,17,3,1330,232,65,17,10,0,0,329,31,10,3,3,8,0,52,44,77,21,24,19,4,188,306,145,43,36,26,9,565,60,41,17,9,4,3,139,7730,9480,3681,3059,1548,773,26275
11203,3,0,46,9569,12973,4559,3918,1823,820,33658,4500,8617,3546,3679,1742,842,22929,1890,1623,375,246,68,27,4243,786,837,341,218,46,13,2248,2677,2469,717,463,118,44,6489,1149,642,147,80,18,14,2051,614,539,140,61,11,3,1368,317,362,54,13,6,0,751,0,4,0,0,0,0,5,2084,1554,341,155,32,17,4180,692,387,34,13,0,6,1130,24,15,5,0,0,4,42,12,13,3,4,7,3,42,729,418,40,14,4,7,1211,119,105,24,16,5,4,282,10104,13155,4676,4325,1901,924,35089
11301,0,0,15,4315,5527,2333,2298,1343,653,16469,3228,5058,2079,2182,1202,583,14326,351,159,44,39,15,3,614,20,5,10,3,0,0,31,373,167,52,44,16,3,651,579,297,135,83,32,10,1146,22,3,3,0,0,0,30,0,0,0,0,0,0,0,3,4,0,0,0,0,11,611,305,140,86,32,10,1184,71,25,3,7,0,3,109,7,7,4,0,0,0,25,17,14,10,3,4,5,45,100,43,15,12,4,9,180,41,40,13,16,6,7,127,4340,5616,2294,2331,1269,614,16474
11302,0,0,22,1590,2025,714,701,316,159,5503,1349,2015,613,650,286,135,5047,86,16,6,0,0,0,105,18,8,0,0,0,0,27,102,23,6,0,0,0,135,104,37,5,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,34,5,3,0,0,153,13,6,4,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,14,4,0,0,0,32,9,11,3,3,6,0,41,1579,2098,633,660,294,135,5403
11303,0,0,47,8704,11853,4646,4296,2289,1089,32869,6710,10913,4455,4183,2239,1052,29552,595,260,55,35,3,3,951,101,74,20,5,0,0,203,700,330,73,36,3,7,1154,1491,597,184,78,15,3,2365,61,19,0,0,0,0,85,18,12,0,0,0,0,35,6,3,3,0,0,0,14,1579,627,188,78,10,3,2488,37,31,0,3,0,0,73,6,5,0,0,0,0,13,59,73,26,25,18,8,212,98,111,26,27,18,8,293,38,49,21,16,14,5,143,9130,12035,4760,4348,2282,1081,33640
11401,0,0,62,9946,14351,4666,4193,1860,860,35867,8072,13718,4630,4063,1879,941,33301,1183,609,112,49,14,13,1981,348,197,31,16,11,0,608,1537,802,142,73,29,14,2585,570,259,55,24,12,3,921,13,4,0,0,0,0,22,0,0,0,0,0,0,0,10,3,0,0,0,0,11,600,262,55,23,12,3,963,557,324,22,23,7,3,936,12,6,5,0,0,0,16,19,19,9,0,0,3,48,577,345,33,22,7,5,1002,117,87,23,26,15,7,276,10900,15216,4889,4211,1942,973,38127
11402,0,0,20,4329,6404,2144,2238,1082,507,16705,3686,6376,2219,2254,1084,509,16123,466,227,45,23,3,4,764,139,119,20,3,7,3,293,603,348,62,24,8,8,1055,208,80,21,11,3,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,206,77,21,9,5,0,324,66,10,3,0,3,0,84,10,3,3,0,0,0,13,11,16,0,3,0,0,31,84,29,10,8,3,0,136,52,49,7,12,9,4,130,4640,6877,2321,2299,1111,516,17770
11501,0,0,34,5011,11551,8057,10877,4520,1853,41863,2938,8999,7011,10091,4611,2089,35745,595,476,101,73,13,7,1269,871,1247,1033,1027,254,97,4519,1465,1731,1136,1099,263,105,5786,493,284,102,54,16,3,953,373,367,185,97,14,4,1038,310,405,183,109,30,20,1062,4,5,6,0,0,3,21,1181,1064,475,264,64,30,3075,3,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,4,3,0,9,4,3,0,7,4,0,22,36,16,14,17,3,7,96,5615,11812,8633,11472,4947,2233,44721
11502,0,0,7,1247,2411,1303,1651,897,534,8038,794,2150,1140,1505,931,628,7147,74,41,4,4,0,0,125,45,62,53,40,9,4,205,111,102,53,41,10,3,328,107,41,4,5,0,0,160,23,11,0,0,0,0,30,0,0,0,0,0,0,0,4,3,4,0,0,0,14,134,53,11,5,0,0,199,49,37,7,10,3,0,99,5,0,0,3,0,0,7,7,7,9,4,0,0,29,57,44,16,12,3,0,138,11,11,13,4,3,0,58,1106,2365,1235,1572,952,633,7867
11503,0,0,12,1164,2440,1249,1457,803,432,7545,1091,2393,1266,1502,755,436,7443,17,8,0,0,3,0,24,0,0,0,0,0,0,4,12,8,3,3,6,0,26,15,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,19,10,3,0,0,0,29,45,5,4,0,0,0,59,5,0,0,0,3,0,4,0,10,0,0,0,0,12,50,14,4,0,5,0,75,32,27,5,4,4,5,80,1203,2440,1286,1511,766,442,7649
11504,0,0,0,891,1999,1394,2156,1104,481,8026,722,1939,1524,2341,1183,573,8281,83,13,4,5,3,3,110,53,154,180,306,164,66,922,132,162,186,309,175,69,1033,20,16,9,6,3,7,56,0,0,0,0,0,0,0,43,32,3,7,0,0,83,0,0,0,0,0,0,0,65,49,14,11,3,7,146,33,11,3,0,0,0,44,3,3,4,0,0,0,9,0,0,0,0,0,0,3,37,13,4,3,0,0,59,14,19,6,8,7,4,55,978,2181,1735,2672,1364,649,9577
11601,3,0,59,7760,11488,8097,8050,3625,2316,41344,5330,9193,6602,7122,3363,2485,34091,526,410,281,243,93,58,1608,789,895,887,893,327,203,3995,1310,1308,1167,1144,415,262,5605,483,132,36,34,13,4,704,31,62,69,33,13,4,219,387,604,489,302,80,46,1906,19,9,3,3,0,0,34,916,809,594,373,110,62,2863,0,4,0,0,0,0,6,9,8,3,6,0,3,26,13,20,9,6,3,3,47,21,28,8,10,3,6,78,45,36,31,19,11,8,145,7625,11372,8405,8664,3903,2816,42788
11602,0,0,5,2716,5501,4508,5858,2552,1370,22506,1721,3897,3848,5430,2304,1432,18636,406,869,733,986,327,147,3461,299,746,813,1029,396,201,3484,702,1611,1549,2013,721,347,6945,81,124,119,130,33,15,500,19,25,8,4,3,0,58,60,67,30,32,8,0,194,0,3,0,0,0,0,5,153,221,158,162,42,19,763,135,61,14,3,0,0,214,4,3,0,0,0,0,6,16,21,16,8,9,6,72,154,86,31,13,5,5,293,37,33,28,19,14,4,136,2768,5857,5604,7638,3094,1807,26768
11603,0,0,0,4782,7431,5805,6102,3534,2965,30617,3579,6276,5112,5428,3254,2795,26445,357,296,199,217,131,89,1289,433,528,542,588,328,246,2673,786,824,743,803,462,339,3955,242,58,37,18,16,4,376,213,147,85,50,18,6,525,218,282,202,135,45,18,900,3,3,0,0,0,3,10,682,488,320,212,78,32,1807,0,0,0,0,0,0,3,14,9,4,3,6,0,34,3,4,9,10,7,7,41,21,18,12,16,5,3,79,14,20,12,7,8,4,72,5084,7623,6201,6465,3816,3177,32360
11701,0,0,32,3466,4181,2639,2457,941,432,14121,862,1400,979,1308,605,333,5484,285,313,156,224,58,28,1065,236,251,240,259,90,36,1111,523,566,394,478,145,64,2176,546,412,301,214,77,31,1580,867,933,580,405,135,33,2949,923,1604,796,495,148,77,4042,4,4,0,0,0,0,8,2338,2945,1681,1114,358,134,8571,0,0,0,0,0,0,0,3,0,0,0,0,0,5,28,41,17,20,3,7,114,36,41,15,21,3,8,118,31,11,13,8,9,0,78,3780,4961,3088,2932,1121,542,16424
11702,0,0,30,5468,6909,3297,2460,831,461,19423,968,1758,1257,1238,438,316,5972,828,1342,780,650,177,61,3836,286,633,468,420,124,55,1986,1117,1978,1250,1061,300,122,5822,1248,1140,358,137,44,14,2947,1175,1282,406,155,43,7,3071,727,800,237,82,16,8,1871,69,74,23,16,6,3,190,3223,3296,1029,392,104,38,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,147,71,42,15,7,401,119,151,71,42,15,7,405,90,46,17,18,5,5,174,5509,7216,3621,2749,865,489,20447
11703,3,3,531,29775,29237,9230,5241,1331,537,75348,396,578,304,353,134,61,1829,1362,1944,824,568,106,47,4856,3289,4782,2767,2061,614,253,13766,4652,6730,3597,2628,720,301,18621,1422,992,236,134,28,24,2836,4263,3606,895,403,97,42,9300,21171,21477,6291,3396,992,744,54082,9,16,8,3,0,3,35,26870,26093,7427,3938,1121,808,66252,3,3,0,0,0,0,5,35,7,3,0,0,0,41,174,148,79,34,20,16,469,216,155,79,39,20,16,519,286,159,65,45,13,9,579,32415,33715,11472,6997,2011,1188,87796
11801,8,3,113,14975,17401,6832,5515,2119,604,47444,1116,2354,1425,2196,1264,417,8779,638,883,566,571,167,42,2868,1382,2376,1479,1593,493,121,7440,2021,3259,2042,2163,660,160,10310,1730,2081,883,555,117,46,5417,4278,5326,1792,809,144,39,12395,4624,4222,1236,490,103,24,10699,16,37,14,15,4,0,90,10652,11670,3924,1864,375,112,28600,0,4,0,0,0,0,8,0,0,0,0,0,0,0,205,163,76,37,20,5,503,205,166,76,37,20,5,514,91,83,26,26,10,10,251,14082,17534,7502,6291,2331,711,48449
11802,0,0,60,12994,16044,8063,7031,2520,909,47564,1821,3448,2346,3316,1627,758,13316,798,928,674,758,206,36,3396,760,1285,987,1300,425,147,4911,1562,2213,1664,2060,624,190,8306,2004,1921,955,539,135,61,5616,4620,5512,2285,1097,209,54,13773,2832,3333,1385,815,230,57,8645,31,22,7,4,9,0,75,9493,10780,4632,2452,574,167,28104,3,0,0,0,0,0,6,0,0,0,0,0,0,0,130,148,68,52,22,17,449,132,148,76,52,22,17,452,85,37,28,24,15,9,191,13097,16630,8745,7902,2867,1139,50373
11901,0,3,31,10176,13109,8699,9369,5210,3763,50324,5072,8209,5726,6611,4025,3471,33117,822,562,341,276,145,97,2239,1354,1839,1623,1798,1008,709,8331,2176,2407,1961,2072,1155,805,10573,1288,408,161,144,65,36,2094,1056,1032,783,618,238,118,3846,420,548,442,372,154,58,1988,23,24,12,9,3,0,74,2783,2007,1396,1136,459,217,8003,0,4,0,0,0,0,4,0,0,0,0,0,0,0,57,63,44,37,18,17,244,65,67,47,37,18,17,253,66,47,25,25,23,11,199,10164,12741,9155,9885,5684,4528,52154
11902,16,10,168,7786,10945,7907,7472,3755,2601,40460,3063,5390,3737,4420,2444,2252,21308,346,375,223,219,93,57,1309,590,816,683,716,421,298,3525,932,1191,908,936,511,359,4837,2170,2705,1954,1492,630,295,9240,1051,1307,1024,795,307,144,4626,372,604,390,294,96,58,1813,4,14,3,4,0,0,24,3593,4630,3380,2574,1033,498,15708,0,0,0,3,0,0,4,0,0,0,0,0,0,0,41,60,44,32,18,27,222,38,58,44,36,22,27,226,45,36,28,22,19,11,163,7682,11308,8090,7986,4029,3150,42240
11903,4,0,24,8931,11710,7684,7569,3197,1620,40711,3159,6097,4175,5305,2593,1667,23001,865,586,281,266,92,51,2141,667,900,660,707,279,196,3410,1530,1486,942,970,370,247,5547,836,553,332,188,70,27,2004,1287,1424,937,677,211,103,4632,1640,2104,1591,1027,329,163,6855,20,15,6,8,3,0,50,3779,4099,2867,1894,604,296,13540,0,3,0,0,0,0,9,0,0,0,0,0,0,0,50,42,26,33,12,6,174,53,44,29,33,15,13,185,62,40,22,20,7,3,148,8586,11761,8034,8221,3592,2225,42420
11904,3,0,63,10063,13362,8082,7070,3018,1763,43353,3071,5595,3676,4333,2218,1501,20399,1159,1126,570,528,172,71,3626,484,661,454,502,206,94,2400,1643,1786,1020,1030,378,166,6026,695,503,294,176,56,32,1757,1657,1650,990,670,199,90,5253,3251,4707,2822,1804,586,273,13444,39,24,21,13,3,0,108,5650,6892,4128,2665,846,384,20564,52,13,5,0,0,0,69,0,0,0,0,0,0,3,115,96,72,49,16,16,364,164,110,76,49,16,16,436,64,53,24,14,6,4,170,10596,14440,8927,8088,3463,2074,47593
12001,0,0,55,6374,9482,5019,4517,1585,532,27505,1773,3302,2248,3170,1278,531,12290,275,313,202,193,48,10,1046,382,635,397,361,74,33,1890,657,947,605,553,122,44,2936,1249,1279,440,304,55,7,3340,1024,1302,639,314,65,8,3346,2094,3734,1817,940,204,66,8857,10,5,3,0,0,0,18,4373,6321,2901,1556,323,86,15560,0,0,0,0,0,0,6,0,0,0,0,0,0,0,70,134,55,22,13,9,304,70,142,55,22,13,9,306,59,46,23,17,7,3,151,6945,10753,5826,5317,1739,667,31246
12002,0,0,20,6290,7818,3599,2695,718,195,21318,661,1058,718,853,232,71,3595,1193,1788,1058,1050,272,56,5407,1242,2142,1184,1183,312,66,6131,2431,3929,2241,2230,584,120,11535,699,501,183,103,18,0,1507,974,667,188,83,16,0,1927,1161,953,232,96,16,0,2464,50,45,10,8,3,0,119,2887,2160,619,288,58,7,6022,3,0,0,0,0,0,3,0,0,0,0,0,0,0,63,69,48,22,8,5,220,70,71,55,22,8,5,226,58,51,16,10,9,3,142,6100,7276,3644,3407,888,204,21515
12003,0,3,82,11510,14835,9079,8168,3183,1560,48337,2781,5147,3638,4467,2081,1297,19406,652,852,545,524,134,59,2769,559,912,680,728,289,165,3329,1210,1767,1227,1254,423,225,6103,2586,2276,1146,689,206,106,7007,2910,3324,1959,1247,379,143,9963,1794,2914,1940,1301,428,188,8566,29,33,16,8,3,6,93,7322,8553,5062,3244,1018,444,25633,0,0,0,0,0,0,4,0,0,0,0,0,0,0,163,194,111,65,33,15,575,161,196,107,62,33,15,582,222,114,61,46,20,6,466,11696,15765,10096,9071,3573,1997,52190
12101,7,0,44,8993,12239,6372,6445,2505,706,37255,2236,4712,3194,4815,2139,708,17808,229,320,226,214,65,8,1068,422,526,367,344,91,22,1768,649,847,595,562,155,36,2836,957,866,389,234,44,19,2506,1827,2141,1129,621,120,38,5879,3502,4367,2039,1088,245,77,11316,22,23,3,7,3,0,52,6304,7394,3559,1949,414,138,19751,0,3,0,0,0,0,3,0,0,0,0,0,0,0,31,25,10,12,0,0,89,31,27,10,12,0,0,86,55,34,7,10,10,4,121,9281,13014,7369,7347,2715,886,40605
12102,0,0,26,5286,8199,5017,5415,2124,741,26774,2365,5116,3432,4668,1926,784,18292,165,85,49,45,17,7,368,427,498,315,284,85,31,1636,586,583,358,329,104,45,2007,328,221,124,75,18,3,776,1005,1020,621,306,77,24,3053,737,965,761,524,102,30,3118,9,0,0,0,0,0,14,2085,2208,1508,906,190,56,6957,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,14,5,0,0,4,41,21,14,5,0,4,4,44,47,34,8,0,0,3,98,5102,7951,5323,5911,2228,891,27397
12103,4,0,47,5825,10791,6017,8261,3728,1244,35871,2936,7477,4940,8031,3654,1338,28383,131,121,21,15,8,3,297,395,475,156,169,58,3,1263,528,600,179,186,68,7,1560,707,516,144,97,22,9,1485,626,559,242,133,34,4,1597,1326,2031,1210,683,138,32,5431,0,0,0,0,0,0,3,2661,3111,1603,913,188,45,8518,0,3,0,0,0,0,3,0,0,0,0,0,0,0,8,5,0,0,0,3,22,8,7,0,7,0,3,21,35,24,11,0,10,4,84,6164,11218,6733,9135,3916,1399,38566
12104,3,0,97,13831,14637,4952,3561,1204,289,38473,1008,2071,1270,1789,831,232,7198,460,659,412,393,85,15,2022,783,1366,708,517,131,26,3535,1242,2026,1117,909,219,41,5552,1737,2006,723,436,90,21,5006,3919,3964,1226,547,80,10,9734,5520,4897,1329,515,71,27,12351,22,25,10,3,0,0,71,11189,10894,3279,1498,243,48,27156,7,0,0,0,0,0,12,0,0,0,0,0,0,0,37,44,16,12,6,0,107,41,45,20,12,6,0,122,57,32,14,10,9,0,120,13544,15065,5699,4214,1302,324,40152
12201,0,0,20,3831,5434,2311,2425,936,186,15133,644,1453,991,1706,802,166,5760,125,208,133,161,42,5,669,325,533,278,274,72,18,1499,444,744,412,430,112,25,2164,585,781,363,237,49,3,2023,853,1084,386,195,25,3,2544,1115,1281,358,142,33,4,2936,3,4,4,0,0,0,10,2549,3154,1112,572,109,12,7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,15,11,3,0,71,23,26,15,11,3,0,76,17,14,6,9,3,3,50,3680,5385,2539,2722,1030,207,15559
12202,0,0,9,3874,6598,3165,3908,1665,562,19775,1902,4461,2409,3576,1634,637,14622,80,100,57,44,18,9,306,574,574,236,294,76,20,1772,656,671,288,339,88,30,2075,545,490,165,108,30,12,1349,585,506,165,92,10,3,1363,278,281,120,79,15,0,779,12,4,0,4,0,0,26,1426,1287,450,281,59,18,3516,75,32,11,4,0,0,120,0,4,0,3,0,0,8,23,39,14,4,0,0,84,94,78,25,10,0,3,216,48,46,18,16,5,4,135,4123,6551,3188,4223,1785,696,20562
12203,10,0,41,11573,16113,8094,9565,3842,1444,50636,3374,7610,5294,8631,3838,1580,30329,749,297,84,75,23,3,1238,746,749,357,409,114,32,2411,1502,1051,442,484,132,41,3650,1577,1001,383,253,79,20,3314,3012,3691,1545,750,134,28,9170,1683,2035,738,386,69,15,4925,29,15,8,11,0,0,66,6303,6744,2675,1399,276,71,17472,28,4,0,3,0,0,37,25,0,0,0,0,3,32,18,38,26,12,7,3,98,73,44,26,13,7,4,164,81,54,32,15,9,3,197,11326,15496,8475,10548,4266,1698,51814
12301,3,0,24,2310,4791,2924,4042,1696,805,16564,1940,4900,3499,4479,2078,1003,17903,418,191,68,48,19,6,755,192,184,99,75,27,9,584,608,372,168,121,49,18,1338,95,31,8,0,0,0,141,26,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,44,8,0,0,0,180,27,11,0,0,0,0,37,0,0,0,0,0,0,3,0,4,0,0,0,0,3,29,13,0,0,0,0,42,15,9,3,0,0,0,30,2715,5345,3681,4606,2130,1016,19497
12302,3,0,19,8901,13457,8998,8915,4263,3012,47559,5430,10925,7788,8285,4060,3047,39535,1439,1196,605,414,152,87,3896,1331,1177,789,586,278,213,4378,2774,2372,1391,1008,431,298,8272,514,328,105,52,19,10,1022,146,133,47,21,6,6,359,279,355,118,43,10,3,805,12,3,4,0,0,0,24,943,821,272,123,35,19,2212,24,7,0,0,0,0,34,8,3,3,3,0,0,11,13,18,8,5,7,3,65,51,28,15,11,7,3,110,42,124,11,11,3,3,199,9234,14268,9475,9431,4538,3369,50325
12303,0,0,5,1977,3719,1967,2301,1216,656,11840,1612,3702,2080,2456,1347,806,11999,279,248,23,20,11,0,573,27,16,3,3,3,0,56,303,261,30,21,15,0,632,46,29,11,3,0,0,94,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,33,11,3,0,0,107,49,11,7,0,0,0,67,3,0,4,3,3,0,14,10,10,4,8,3,0,35,59,19,9,14,3,0,110,15,16,0,5,3,3,49,2037,4038,2135,2501,1371,808,12900
12401,0,0,16,7161,9569,4342,4252,1813,812,27957,6057,9421,4159,4157,1849,775,26418,495,225,52,25,14,3,811,324,189,48,20,4,8,590,822,408,104,41,20,10,1404,289,98,21,14,5,0,428,97,36,8,0,0,0,140,7,0,0,0,0,0,10,11,3,0,0,0,0,10,397,134,24,14,4,0,582,7,4,0,0,0,0,11,0,3,0,3,0,0,7,13,11,5,3,0,0,32,25,15,5,4,0,0,53,51,35,11,8,6,0,109,7353,10021,4301,4229,1874,782,28560
12402,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
12403,0,0,75,8431,12811,7524,7929,3700,1937,42330,5170,11079,7140,7939,3751,2161,37241,1029,585,255,165,58,22,2115,1155,1160,643,408,150,77,3593,2184,1749,902,573,214,94,5716,763,365,125,61,13,3,1330,550,379,116,50,7,3,1113,223,190,67,24,3,3,518,10,11,3,8,0,0,27,1550,946,315,137,28,8,2989,94,40,14,0,0,0,143,6,6,3,0,0,3,25,8,9,3,0,0,4,25,115,50,19,0,6,7,197,50,50,20,14,15,10,162,9064,13877,8394,8668,4004,2288,46294
12404,0,0,5,2838,3582,2125,1959,976,579,12058,1704,2824,1750,1713,895,566,9455,737,454,204,106,36,17,1557,191,162,84,48,18,0,501,921,617,290,154,57,18,2059,213,85,22,3,4,3,332,42,27,4,5,0,0,75,0,0,0,0,0,0,0,5,0,0,0,0,0,5,256,109,34,10,4,3,413,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,4,4,3,0,0,26,14,5,6,3,3,0,31,33,35,15,10,6,4,103,2927,3586,2085,1896,966,595,12063
12405,0,0,3,3006,4765,3246,3289,1632,986,16926,2260,4180,2806,2888,1438,989,14564,253,164,78,45,14,20,579,260,372,237,184,97,48,1193,510,533,318,224,114,73,1774,138,78,32,35,13,4,297,162,103,43,33,11,4,363,68,59,24,16,0,0,161,7,3,0,0,0,0,14,382,240,96,86,20,10,831,0,0,0,0,0,0,4,6,3,0,0,0,0,6,4,3,3,0,0,0,19,15,7,3,0,0,0,29,26,16,4,0,0,3,51,3196,4979,3231,3200,1574,1076,17247
12501,0,3,24,3791,5724,4411,4369,2178,1801,22283,1359,2283,1934,2296,1436,1666,10967,119,128,61,69,35,29,442,286,600,631,665,314,257,2747,402,724,692,731,354,287,3192,605,623,497,458,216,130,2526,388,583,447,428,244,151,2240,1587,2484,1398,906,326,257,6963,19,15,9,8,5,6,66,2589,3707,2349,1802,790,539,11786,0,0,0,0,0,0,0,3,3,3,3,0,0,9,37,32,26,24,16,24,160,38,30,34,29,18,24,175,50,39,19,7,13,3,126,4450,6786,5017,4870,2606,2516,26251
12502,4,3,59,3951,5751,3723,4188,1687,803,20107,1828,3733,2648,3106,1473,855,13629,360,192,131,105,34,4,827,714,1063,996,974,386,151,4292,1072,1255,1127,1080,420,158,5115,393,138,45,28,18,0,624,338,249,135,114,22,7,865,336,448,302,258,52,22,1419,8,3,4,3,0,0,14,1068,836,491,399,97,30,2924,0,0,0,5,0,0,3,0,0,0,0,0,0,0,16,13,4,9,0,3,46,16,19,4,9,3,3,47,31,18,12,11,3,3,83,4015,5856,4281,4610,1992,1050,21804
