SA3_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
11603,17,29,24,58,394,715,197,25,4,33,1512,8,0,11,20,10,47,220,537,194,29,9,24,1105,6,0,3,7,5,16,77,223,125,22,4,12,496,11,0,12,3,7,11,64,156,115,25,6,8,427,3,0,3,3,0,9,22,70,53,12,5,10,185,19,8,31,61,37,68,192,288,96,20,9,68,900,17,11,68,40,14,17,36,51,16,0,3,89,354,312,147,1083,954,463,754,2863,4022,1187,207,78,465,12523
11701,5,3,14,13,34,232,193,143,179,21,856,9,0,6,3,12,12,16,115,166,183,223,20,779,3,0,3,0,0,8,9,63,85,123,200,0,494,7,0,7,0,3,6,17,43,93,155,303,5,629,3,0,0,0,0,3,8,12,32,61,242,12,375,13,0,13,12,9,20,22,89,68,75,179,28,523,15,3,60,7,3,3,3,13,7,9,10,43,170,228,75,665,264,147,153,314,1354,1075,1011,1685,280,7246
11702,8,7,14,24,101,364,310,173,141,18,1175,20,0,3,9,10,18,55,254,380,223,219,12,1205,13,0,0,3,8,8,23,93,195,171,203,10,727,3,0,5,3,3,10,20,66,203,238,404,16,978,3,0,3,4,4,7,14,21,64,92,436,11,658,13,0,7,11,13,20,45,87,145,100,316,32,788,0,5,15,10,6,5,12,19,9,0,11,28,133,191,49,287,258,246,435,790,1809,1743,1237,1935,222,9198
11703,28,43,44,97,280,924,1344,1161,1674,140,5821,98,0,23,32,21,62,195,633,1563,1720,2218,129,6677,26,0,6,8,11,41,62,143,590,960,1628,72,3559,81,3,22,15,12,27,80,249,833,1545,4043,101,7012,45,5,8,12,3,30,47,85,265,751,4311,105,5655,46,10,77,80,39,49,97,179,380,595,2187,191,3938,63,26,184,37,36,20,142,160,125,143,376,226,1538,1489,480,3308,1320,841,1167,3341,5340,7519,9161,20356,1739,56060
11801,3,10,11,27,103,329,465,466,614,48,2134,37,3,3,3,4,6,56,234,535,649,912,50,2498,23,0,0,3,0,7,24,60,243,339,696,23,1426,60,0,5,8,11,17,43,113,285,596,2108,45,3287,62,0,3,3,9,5,21,32,116,351,3050,60,3699,30,0,10,9,4,18,44,82,190,313,1253,91,2032,15,0,19,15,0,3,11,38,38,43,116,64,367,605,39,328,199,151,244,781,1939,2818,3575,9936,618,21234
11802,16,20,24,42,80,341,718,642,521,42,2512,45,3,6,11,13,36,51,217,731,840,749,41,2741,24,0,4,4,11,17,35,87,404,554,565,27,1739,31,3,8,8,9,20,45,102,428,729,1215,25,2623,33,0,3,12,7,18,30,36,165,367,1563,45,2265,26,9,27,31,17,41,65,97,326,386,784,75,1886,22,4,91,24,17,15,17,63,51,50,88,108,562,717,202,1493,690,404,538,808,2219,4464,4826,6921,718,23992
11901,17,16,36,44,106,552,509,187,106,50,1672,34,3,10,22,12,24,62,390,451,181,115,24,1324,20,0,3,5,3,8,21,174,209,122,76,17,668,13,0,16,10,5,6,20,127,208,130,139,14,697,6,3,8,3,3,3,8,46,66,86,115,13,367,32,3,33,65,47,51,63,274,312,169,92,78,1208,24,3,97,35,14,15,14,36,26,11,10,113,400,743,263,1851,1109,672,689,1113,4149,3459,1468,904,717,17148
11902,12,25,27,45,320,774,377,185,88,40,1937,26,0,3,11,11,25,141,541,348,215,98,25,1439,19,3,3,10,5,14,52,246,190,139,77,12,763,13,0,5,11,0,4,45,129,155,126,125,6,628,8,0,7,0,0,3,11,32,61,65,95,3,290,32,3,24,44,27,22,174,399,223,123,81,94,1259,7,3,19,25,14,11,36,62,24,14,10,49,260,505,104,674,617,412,531,2877,5835,2584,1400,780,547,16857
11903,14,19,16,44,91,580,573,265,108,34,1779,31,0,4,14,5,29,57,413,510,272,122,23,1479,21,0,0,12,12,5,17,179,271,178,106,17,820,11,0,5,4,3,5,29,130,251,193,174,25,847,14,0,3,0,3,3,5,48,108,111,150,7,448,21,4,28,20,23,36,56,173,250,153,116,52,936,24,6,59,14,6,12,14,27,24,11,16,59,270,516,135,1015,616,375,431,824,3320,3371,1800,1057,518,13970
11904,10,20,24,33,110,752,835,451,180,35,2499,44,0,9,13,7,29,72,603,833,531,277,41,2466,28,0,6,0,15,20,30,253,439,337,167,25,1317,30,3,5,10,9,14,24,209,413,434,285,30,1462,17,0,3,6,5,9,20,55,152,213,230,15,703,38,0,11,17,15,25,54,234,327,280,170,75,1233,13,4,23,6,3,7,13,32,45,25,11,38,208,544,53,472,325,265,390,904,4369,4848,3215,1749,554,17675
12001,3,3,7,22,35,128,398,299,335,26,1303,32,0,4,4,0,26,28,104,440,415,469,23,1544,16,0,9,5,0,12,14,36,238,234,312,6,886,20,0,6,3,7,11,20,49,299,396,700,21,1532,19,0,0,0,3,9,15,25,129,262,792,13,1262,25,0,9,9,13,18,18,57,148,192,338,42,867,12,3,24,14,3,3,4,6,31,16,31,22,176,330,51,405,216,124,179,304,780,2492,2505,3751,344,11485
12002,3,8,4,26,65,195,177,141,222,24,872,13,0,3,3,4,14,37,119,198,213,350,25,988,7,0,0,3,3,6,13,34,91,135,282,10,583,18,0,3,0,0,6,12,64,131,222,815,18,1296,18,0,0,3,4,7,14,21,49,143,1141,21,1413,13,0,8,3,3,18,20,36,65,94,353,22,637,4,5,31,4,4,3,10,6,12,5,21,29,123,233,64,513,201,122,261,465,897,1024,1184,3492,247,8695
12003,20,22,28,53,151,1001,1008,381,270,64,3058,59,0,10,18,19,41,98,766,1129,511,323,40,3021,10,0,5,6,15,20,44,324,628,323,270,35,1683,33,3,10,13,11,20,34,297,635,411,392,31,1885,31,0,5,10,17,6,11,108,246,232,528,16,1214,40,4,28,20,26,33,49,268,432,263,275,82,1516,15,7,24,22,12,7,12,54,33,17,33,55,287,616,96,619,553,409,601,1289,5368,6225,3141,2851,687,22458
12101,11,9,9,19,41,230,614,387,409,45,1821,43,0,3,3,9,10,44,203,728,556,580,38,2214,21,0,3,0,3,15,13,67,353,321,330,21,1136,37,0,3,9,0,11,20,79,408,551,1036,38,2191,31,0,0,4,3,8,16,39,173,356,1330,25,1989,22,0,6,9,7,18,22,61,198,221,463,53,1085,22,3,14,6,0,3,7,18,27,29,67,63,247,463,63,322,190,134,158,381,1335,3550,3195,5005,449,15250
12102,4,5,12,19,36,212,384,178,90,23,982,22,0,0,4,0,12,17,147,444,213,103,17,979,15,0,0,0,4,0,10,76,222,125,84,4,536,9,0,3,0,0,4,15,61,241,185,179,13,714,5,0,0,0,0,0,3,22,91,101,172,8,402,17,0,7,7,3,22,18,57,139,95,79,28,467,7,4,9,7,0,4,4,10,23,12,8,29,111,221,46,291,175,118,179,353,1244,2311,1203,843,222,7197
12103,4,6,3,11,17,52,170,158,260,12,721,35,0,0,0,0,11,17,30,188,217,333,18,855,20,0,0,0,0,6,3,26,91,102,238,6,488,27,0,3,3,0,14,13,22,119,177,701,23,1100,25,0,0,3,0,7,9,13,53,113,978,15,1217,31,0,0,4,4,3,5,21,46,73,347,21,549,3,0,0,0,0,0,0,0,8,4,24,22,67,316,30,60,65,52,75,149,331,997,1171,3344,221,6825
12104,0,6,14,24,66,532,661,390,399,37,2168,29,0,4,5,16,20,43,380,863,654,687,29,2736,26,0,0,0,6,11,12,107,349,395,390,17,1313,44,0,3,6,9,15,37,173,561,854,1636,31,3364,39,3,3,5,7,8,11,52,210,518,2156,31,3041,17,6,4,7,8,13,25,64,185,238,685,52,1298,13,3,19,4,5,3,9,27,24,30,58,72,260,443,42,340,165,124,193,454,2486,3806,3644,6651,452,18798
12201,0,5,0,5,17,60,172,89,195,6,564,16,0,3,0,0,3,15,43,140,178,261,13,674,9,0,0,4,0,3,0,14,73,103,183,3,399,10,0,0,0,0,6,4,27,107,185,615,13,971,7,0,0,4,0,5,5,13,38,95,930,17,1107,13,0,5,9,3,9,10,18,49,74,307,30,524,0,0,4,3,0,0,0,3,11,11,29,24,97,150,12,136,89,37,70,114,342,828,916,2785,149,5631
12202,0,4,0,3,20,64,121,95,177,13,513,12,0,0,0,0,4,7,42,89,75,215,11,460,9,0,0,0,0,4,5,13,32,52,170,5,286,10,0,0,0,3,0,3,10,30,59,268,8,392,14,0,0,0,0,0,0,10,23,17,290,6,358,15,0,0,0,0,3,5,17,29,44,166,16,287,7,0,0,3,0,4,7,3,3,9,16,13,60,155,8,29,34,27,61,133,362,555,482,1581,118,3553
12203,3,6,12,23,45,273,624,356,374,35,1796,41,0,6,5,9,14,37,201,627,487,535,32,1983,17,0,9,8,3,10,19,52,293,290,441,13,1157,20,0,7,0,6,11,18,46,255,305,859,13,1546,18,0,3,3,3,12,8,29,66,143,903,19,1207,18,3,11,7,8,14,22,67,194,181,382,41,960,9,7,26,6,9,3,5,25,25,12,23,67,226,411,138,541,231,167,253,415,1641,3245,2325,4107,383,13858
12301,4,0,3,6,34,195,248,34,10,9,546,3,0,0,3,3,8,12,131,251,63,10,8,504,9,0,0,0,3,8,12,80,170,43,10,3,326,3,0,0,0,0,0,7,34,155,60,18,3,285,0,0,4,0,0,0,0,12,66,49,10,3,160,3,0,0,3,7,7,13,73,120,50,14,15,306,4,0,9,0,0,3,5,11,13,0,0,24,65,90,18,150,80,68,102,228,1065,1439,384,89,116,3829
12302,16,42,42,67,327,1157,303,64,14,26,2076,25,5,12,24,19,53,230,763,314,65,19,23,1548,13,0,3,8,11,20,87,377,180,40,7,10,771,9,0,13,5,9,17,42,245,169,53,15,16,580,4,0,7,9,5,9,18,72,84,41,10,6,260,25,8,51,78,49,60,168,420,163,43,15,55,1138,14,14,80,39,12,20,44,53,15,0,3,103,401,477,190,1507,1164,688,893,2698,6108,1809,402,123,545,16595
12303,0,3,3,8,44,105,43,9,10,6,257,13,0,4,4,5,9,26,80,53,26,11,3,221,5,0,3,0,5,7,14,28,26,11,8,0,106,10,0,0,0,0,6,8,32,26,21,12,3,109,7,0,0,0,0,3,3,8,10,15,6,0,56,5,0,3,3,9,3,15,54,31,14,15,3,156,0,0,0,8,0,12,9,6,0,0,0,17,54,133,12,47,150,96,120,314,634,306,126,75,90,2099
12401,5,8,13,30,114,321,123,25,11,11,680,13,0,4,9,11,14,60,206,119,26,7,12,474,3,0,0,0,3,0,23,66,78,17,3,6,203,8,0,0,3,0,4,19,57,55,34,13,3,202,3,0,0,0,0,3,4,23,29,30,14,3,99,8,0,3,12,8,25,43,130,47,15,8,10,318,9,6,5,25,9,9,19,21,9,0,0,35,150,210,34,130,360,216,485,980,1773,693,199,76,169,5336
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12403,3,15,22,82,267,946,390,89,24,24,1896,18,0,4,11,16,52,189,752,427,105,20,19,1620,7,0,4,9,4,20,67,338,233,80,13,8,775,8,0,5,0,8,20,42,233,215,108,37,10,684,14,0,4,3,0,3,19,66,87,69,39,9,310,17,3,14,28,10,51,99,297,178,58,19,36,821,17,0,34,22,16,14,29,33,7,0,5,83,266,341,97,684,547,368,923,2226,5069,2192,651,215,403,13722
12404,0,6,8,44,72,291,103,12,8,12,580,11,0,0,5,7,31,53,170,108,12,10,7,404,0,0,0,6,3,21,15,79,58,12,4,5,205,3,0,3,4,0,6,11,60,51,11,7,3,164,0,0,0,0,0,4,9,17,24,10,9,3,81,12,0,3,4,10,32,35,84,49,11,14,13,264,0,0,6,27,9,5,8,21,3,0,3,26,105,127,19,110,318,158,354,654,1473,605,94,75,131,4111
12405,10,3,10,22,131,463,102,14,9,7,775,3,0,0,3,3,17,74,341,94,12,5,8,564,3,0,3,0,0,8,18,148,51,11,0,7,252,4,0,5,0,3,4,17,132,36,9,9,4,215,3,0,0,0,0,0,6,34,19,17,6,0,80,11,0,8,5,8,10,51,180,55,17,4,19,360,5,3,19,10,8,10,26,21,4,0,0,36,137,136,33,248,203,150,283,975,2577,550,102,39,161,5450
12501,11,15,15,32,110,465,542,205,92,38,1557,13,0,10,11,7,11,68,330,519,233,113,31,1352,11,0,7,0,3,4,32,165,269,177,73,10,769,14,3,10,6,0,4,23,111,307,210,115,20,818,7,0,3,4,0,0,22,69,117,109,125,9,473,20,5,27,23,6,25,68,232,251,136,74,64,942,3,0,14,4,5,4,13,25,26,11,7,53,163,312,66,388,320,174,337,935,3094,3456,1628,821,452,11993
12502,9,13,14,45,34,163,292,125,73,18,821,12,0,5,11,12,37,27,106,282,155,88,17,751,3,0,0,4,0,22,17,46,128,114,63,6,409,11,0,10,0,3,29,8,44,128,118,116,12,483,10,0,3,0,3,6,10,12,56,70,102,4,283,13,3,14,14,8,79,26,62,112,84,55,32,498,11,3,39,9,4,5,4,8,11,4,6,43,147,334,103,760,387,191,427,349,956,1689,977,646,255,7075
12503,15,42,21,56,164,748,444,148,54,36,1779,26,0,14,22,5,40,96,536,376,104,55,31,1297,22,3,8,5,0,9,44,234,246,79,39,11,708,19,3,12,5,5,9,25,169,202,92,51,20,607,13,3,5,3,3,10,11,55,98,64,48,5,316,39,4,50,60,32,46,103,385,302,103,58,61,1244,16,11,88,35,10,12,22,48,43,7,8,87,402,663,225,1491,1090,603,793,1604,5174,3258,991,465,633,17003
12504,19,24,22,52,226,1775,1027,217,66,55,3512,36,0,9,17,26,34,134,1420,1187,287,82,42,3273,14,0,5,10,9,19,52,634,616,182,64,16,1621,29,6,11,7,13,21,53,579,744,266,98,25,1855,10,0,4,9,8,7,14,176,340,237,99,14,918,15,4,47,26,18,31,87,436,368,137,41,74,1280,15,6,48,26,3,10,18,58,43,10,18,81,351,462,192,1078,682,407,526,1468,8564,5935,1722,592,601,22235
12601,4,5,6,7,9,77,164,136,81,9,514,15,0,0,3,5,3,13,77,143,150,87,14,498,6,0,0,3,8,4,13,34,90,104,67,4,337,11,0,0,0,7,4,5,36,119,127,120,9,439,10,0,3,3,0,0,6,10,46,78,205,3,357,6,0,0,4,7,3,6,27,57,73,79,15,290,3,0,4,0,3,0,0,6,7,8,7,9,47,148,15,66,94,60,59,110,446,949,951,817,102,3827
12602,4,15,11,17,130,761,712,349,288,40,2386,40,0,5,11,14,43,86,600,689,379,295,33,2199,25,0,4,5,6,21,49,246,390,255,251,22,1264,31,0,9,13,11,28,29,223,390,374,454,28,1592,19,3,3,6,3,11,12,81,174,184,536,14,1040,26,6,16,21,24,35,41,180,222,169,256,59,1038,19,3,33,11,7,9,8,36,32,11,15,63,239,538,118,825,534,304,460,948,4107,4054,2474,2672,581,17623
12701,10,16,13,44,62,217,287,140,31,24,869,28,0,6,7,10,20,42,165,282,164,40,17,773,17,0,0,10,7,16,19,80,154,102,30,4,446,8,0,0,9,3,14,10,57,138,132,25,8,406,4,0,0,9,3,5,7,19,57,96,42,8,244,22,0,29,25,21,25,42,114,144,92,30,45,589,10,0,37,11,14,9,7,23,12,6,3,54,187,352,96,652,468,226,376,565,1550,1836,999,263,322,7699
12702,20,26,27,78,269,723,458,106,38,49,1837,36,0,11,15,18,43,160,412,368,85,30,25,1200,24,0,3,9,7,16,78,203,197,55,38,9,643,18,4,5,3,6,22,44,143,174,65,16,15,529,13,0,6,7,4,5,17,58,66,32,19,3,235,37,12,37,51,48,70,192,410,273,68,18,69,1289,23,4,41,25,19,30,61,72,55,10,0,70,410,652,154,1147,1096,781,1140,3296,5246,3247,650,257,634,18298
12703,8,22,14,116,229,481,377,96,22,28,1412,11,0,7,6,6,75,166,345,352,90,29,18,1105,8,0,3,9,6,71,57,163,192,91,17,15,625,15,0,4,7,5,44,44,99,206,87,41,6,569,3,0,0,0,3,10,13,40,73,60,39,4,245,21,4,19,32,19,82,136,223,192,72,29,55,893,19,3,46,23,8,16,32,43,19,3,4,70,291,364,121,824,567,332,863,2229,3265,2470,683,255,429,12397
12801,9,13,12,39,79,421,394,178,157,18,1336,29,0,0,3,4,31,57,336,436,239,226,10,1373,12,0,0,0,3,21,20,139,244,172,163,13,781,21,0,3,4,4,28,17,117,260,175,309,13,958,14,0,0,3,0,12,5,34,73,110,314,9,584,13,3,6,11,11,55,20,115,155,101,180,33,695,4,4,24,19,7,7,6,24,22,3,10,59,181,322,57,472,262,169,342,717,2404,2307,1277,1596,317,10234
12802,3,5,7,9,23,326,213,123,81,16,837,13,0,4,3,7,11,29,212,238,151,100,18,783,19,0,0,0,3,9,7,114,116,110,83,0,469,11,0,0,3,3,3,3,75,117,120,153,6,483,3,0,0,0,0,3,0,21,45,72,150,6,308,11,3,5,10,8,8,16,78,79,68,95,26,402,0,0,28,8,7,4,13,16,10,6,0,30,118,194,47,327,174,146,175,297,1595,1208,828,775,201,5970
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,30,56,78,364,424,147,19,3,9,16,1173,19,0,11,22,39,172,297,149,21,0,12,8,752,9,0,7,3,7,56,118,72,13,3,0,6,295,3,0,6,14,10,30,75,98,18,3,5,3,280,3,0,6,3,5,6,37,48,20,3,3,0,140,15,10,34,55,46,186,214,114,18,7,9,24,733,14,4,56,51,40,49,26,13,0,0,3,75,326,361,136,1203,1415,1240,3294,2845,1046,178,44,67,348,12176
20102,11,9,11,25,41,25,0,0,0,6,153,13,0,3,5,5,12,32,21,3,0,0,8,103,0,0,0,0,4,0,11,5,0,0,3,0,30,0,0,0,3,3,3,6,6,0,0,3,4,34,0,0,0,0,0,0,0,7,0,3,3,4,18,8,3,6,3,10,16,22,8,4,0,0,4,81,14,3,4,3,3,12,0,0,0,0,0,6,55,203,36,161,165,182,276,326,136,23,11,21,71,1608
20103,8,15,18,40,15,3,0,0,3,3,120,17,0,3,3,3,13,13,0,0,0,0,3,53,3,0,3,0,0,0,3,0,0,0,0,4,16,4,0,3,3,0,10,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,5,19,11,26,12,3,0,0,0,4,87,12,0,16,17,11,5,0,0,0,0,5,20,80,234,35,261,376,274,348,118,31,8,7,13,76,1778
20201,25,59,77,279,463,159,18,4,5,17,1125,12,0,20,28,38,138,312,139,19,3,8,19,723,6,0,5,7,7,39,119,59,7,0,0,4,261,4,0,12,3,8,39,79,95,15,3,6,8,272,3,0,3,3,0,6,19,30,16,4,0,0,91,22,6,28,54,51,152,206,108,9,3,4,15,644,13,3,55,48,35,43,23,9,0,0,3,46,276,334,103,941,1249,1106,2797,3081,973,114,33,44,295,11070
20202,4,15,11,43,90,78,9,3,4,5,282,13,0,3,4,9,13,58,51,7,3,0,14,176,5,0,0,4,9,3,25,29,5,3,0,3,89,6,0,4,3,4,3,12,30,12,0,8,5,87,3,0,0,0,3,3,5,11,11,3,3,0,48,3,0,4,5,6,27,58,28,13,0,3,3,160,8,4,15,10,7,12,8,7,0,0,0,24,82,224,40,255,266,230,432,736,423,85,21,22,133,2864
20203,6,6,3,3,5,3,0,0,0,3,51,12,0,3,9,0,0,0,4,0,0,0,0,29,4,0,0,0,0,3,3,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,7,10,0,13,6,5,0,5,0,0,0,0,4,50,3,5,4,7,0,0,0,0,0,0,0,0,23,151,50,123,147,65,41,36,10,0,0,5,34,663
20301,0,5,7,3,29,27,3,0,0,6,95,8,0,0,3,7,6,13,14,4,0,0,10,72,6,0,0,3,0,5,6,11,4,0,0,0,32,3,0,0,0,0,3,0,0,3,0,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,12,7,0,3,0,0,8,6,16,0,0,0,0,45,4,0,0,5,0,4,0,0,0,0,0,0,12,97,3,48,62,71,117,171,124,15,3,3,39,752
20302,34,64,84,339,892,643,77,17,19,41,2254,49,6,25,35,35,161,575,549,95,21,32,41,1622,22,3,4,12,7,50,208,258,68,16,13,8,671,28,3,11,14,9,23,126,251,97,26,17,12,609,15,0,3,7,9,10,30,102,71,28,17,12,307,33,6,55,76,45,173,394,327,87,29,32,66,1334,31,16,79,83,45,71,78,24,3,3,3,129,565,696,212,1632,1911,1554,3646,5939,3543,680,186,180,703,20887
20303,3,13,18,59,165,326,77,12,9,8,721,35,0,4,7,9,16,113,240,76,15,13,9,539,10,0,3,6,6,6,33,145,56,6,10,3,290,14,0,0,0,3,11,33,97,73,20,9,9,273,3,0,0,0,0,3,8,41,51,18,11,5,141,9,0,10,9,9,32,78,146,67,13,4,8,385,8,0,9,9,6,14,20,8,4,4,3,36,115,314,37,146,201,235,644,1348,1732,544,124,74,166,5568
20401,11,30,41,143,145,45,4,3,8,32,504,39,3,13,18,14,73,102,45,7,0,3,17,330,18,0,3,3,6,37,49,14,4,3,0,10,142,20,0,0,5,10,24,35,8,0,0,5,5,115,25,0,3,3,4,8,16,6,3,3,14,10,86,27,4,5,28,26,61,74,24,3,0,4,10,270,9,5,31,19,15,20,12,7,0,0,0,32,148,467,63,438,598,502,949,942,271,35,15,60,215,4546
20402,12,47,42,113,87,22,3,3,0,6,361,19,3,3,11,24,45,59,29,3,0,0,5,196,5,0,0,3,10,10,33,11,0,0,0,0,79,9,0,0,4,8,4,20,16,0,0,4,4,67,3,0,0,0,5,8,4,6,4,0,4,0,39,14,3,18,30,25,43,54,12,0,0,4,11,215,14,3,31,33,10,17,5,3,0,0,0,40,161,301,67,583,886,567,875,587,192,18,7,16,169,4274
20403,17,61,76,207,265,133,16,0,13,22,849,30,0,15,28,29,125,183,134,13,6,17,24,603,20,0,3,15,14,44,86,64,14,0,12,7,283,7,0,17,7,4,27,50,54,19,0,34,10,236,4,0,3,3,4,3,10,27,3,4,83,13,168,22,0,29,40,45,95,101,94,10,3,9,19,458,11,3,34,39,17,13,19,8,0,0,8,54,214,410,90,789,1049,911,1513,1565,807,99,23,235,284,7780
20501,12,20,30,78,160,60,3,3,0,12,406,20,0,3,5,14,51,81,43,4,3,4,5,238,9,0,3,0,7,16,41,27,3,0,0,3,103,11,0,7,4,3,10,27,26,3,0,0,0,87,5,0,0,0,3,4,18,15,5,0,3,0,62,5,3,10,12,9,38,72,29,3,0,0,8,201,14,5,11,9,12,12,15,0,0,0,0,20,99,257,41,276,379,360,850,1002,347,33,16,20,117,3702
20502,21,23,27,64,84,35,0,0,0,8,304,15,3,10,9,8,39,61,23,0,0,3,10,198,10,3,4,7,4,12,28,8,0,3,0,3,92,14,0,3,4,9,5,15,6,3,0,0,3,69,3,0,0,0,0,3,10,7,0,0,0,0,34,21,0,21,25,35,51,55,32,3,0,0,5,236,11,6,30,36,16,19,11,4,0,0,3,27,157,333,94,456,632,495,830,738,271,11,8,17,153,4055
20503,16,29,47,116,125,56,3,3,7,12,460,29,0,3,9,26,64,82,44,0,3,4,11,276,20,0,3,3,7,23,34,24,5,0,0,4,115,15,0,8,9,7,20,22,18,6,0,0,3,104,10,0,0,4,11,6,11,13,0,0,0,0,64,22,4,13,30,31,67,81,33,4,0,0,15,287,11,9,41,25,14,22,11,3,0,0,3,43,189,489,91,427,627,717,1441,1031,349,37,16,50,226,5501
20504,21,96,89,153,146,54,5,3,9,6,603,14,0,22,36,33,79,103,44,3,0,0,9,335,9,0,6,8,9,35,51,25,4,0,0,8,145,10,4,11,16,15,14,32,33,3,0,3,3,135,7,0,3,5,3,7,12,20,3,0,0,3,66,15,5,34,78,48,58,90,28,3,0,0,15,372,11,25,67,70,29,18,12,5,0,0,0,48,282,365,292,1122,1862,1017,1314,932,346,31,6,26,229,7538
20505,23,42,31,83,79,44,8,0,0,16,375,10,0,7,12,17,57,62,36,7,0,10,15,230,17,0,3,3,7,20,38,12,3,0,0,9,104,11,4,4,3,9,23,26,38,15,5,0,12,150,9,0,0,3,0,9,16,26,8,0,3,0,70,14,0,12,34,27,46,49,37,8,0,0,17,251,9,3,19,16,7,18,3,0,0,0,0,24,106,365,67,463,628,458,743,576,284,56,9,23,180,3845
20601,16,27,25,107,425,768,358,123,94,29,2008,22,4,4,20,10,53,265,727,485,159,85,27,1866,19,0,4,4,8,22,90,400,336,133,84,16,1118,14,0,8,4,3,18,76,290,373,229,106,17,1145,14,0,0,10,6,3,20,76,146,147,154,15,579,18,0,15,24,23,46,152,312,313,200,157,56,1311,6,7,30,6,6,23,37,32,16,6,5,35,209,378,80,497,411,367,1174,2694,4142,2630,1195,884,351,14793
